Student id, % Result, Total Movements, Avg t to Answering, Avg t to Reviewg, Num Q Gussed, Num Q Uncertin, Num Q Ans Changed, % Q Answered, Avg Q Visits Before Final Ans, Num Skips,Avg t Correct Ans, Avg t Wrong Ans,Num W to R,Num R to W,Num W to W 
390,75.56,367, 00:00:58, 00:00:52.6666667,16,7,15,100,0.254901961,1, 00:02:05.4545455, 00:00:36.1764706,7,6,8
391,67.78,161, 00:01:23.3333333, 00:00:06,2,5,4,100,0.060606061,2, 00:02:00, 00:01:05.9016393,0,2,3
392,83.33,421, 00:00:57.3333333, 00:00:36,18,1,9,100,0.384615385,10, 00:01:52, 00:00:46.4000000,8,2,2
393,73.33,270, 00:00:54, 00:00:14.6666667,13,1,10,100,0,0, 00:01:25, 00:00:42.7272727,6,1,4
394,52.22,400, 00:01:10.6666667, 00:00:22.6666667,5,7,6,100,0.415584416,23, 00:01:23.7209302, 00:00:58.7234043,2,4,5
395,81.11,509, 00:00:55.3333333, 00:00:42,16,3,11,100,1.153846154,25, 00:01:28.2352941, 00:00:47.6712329,7,4,1
396,80,694, 00:01:00.6666667, 00:00:38.6666667,15,5,19,100,1.142857143,48, 00:01:36.6666667, 00:00:51.6666667,12,5,2
397,76.67,300, 00:01:07.3333333, 00:00:25.3333333,9,2,6,100,0.171428571,7, 00:01:34.2857143, 00:00:59.1304348,4,1,3
398,85.56,226, 00:01:54, 00:00:47.3333333,5,15,11,100,0.125,0, 00:03:32.3076923, 00:01:37.4025974,7,6,3
399,67.78,350, 00:01:12.6666667, 00:00:14,6,1,3,100,0.041666667,3, 00:01:43.4482759, 00:00:58.0327869,1,1,1
400,68.89,757, 00:01:00, 00:00:52.6666667,19,6,23,100,1.95,63, 00:01:04.2857143, 00:00:58.0645161,15,7,7
401,80,158, 00:01:16, 00:00:18,6,5,2,100,0.25,13, 00:02:03.3333333, 00:01:04.1666667,2,0,1
402,82.22,155, 00:01:22.6666667, 00:00:22.6666667,8,5,3,100,0.072727273,0, 00:01:07.5000000, 00:01:25.9459459,5,0,0
403,83.33,392, 00:01:00.6666667, 00:00:38,15,3,9,100,0.388888889,13, 00:01:40, 00:00:52.8000000,7,4,2
404,56.67,175, 00:01:21.3333333, 00:00:14,6,9,14,100,0.462686567,23, 00:01:33.8461538, 00:01:11.7647059,3,2,9
405,73.33,307, 00:00:58.6666667, 00:00:38,7,2,23,100,0.191780822,10, 00:01:05, 00:00:56.3636364,12,5,7
406,57.78,422, 00:00:50.6666667, 00:00:49.3333333,21,5,15,100,0.371794872,14, 00:01:18.9473684, 00:00:30,5,6,6
407,65.56,300, 00:00:48.6666667, 00:00:15.3333333,8,0,10,100,0.285714286,14, 00:01:00, 00:00:42.7118644,7,2,4
408,55.56,377, 00:00:24.6666667, 00:00:23.3333333,33,0,15,100,0.522727273,7, 00:00:31.5000000, 00:00:19.2000000,5,8,9
409,81.11,434, 00:00:45.3333333, 00:01:18.6666667,23,1,17,100,0.269230769,7, 00:01:17.6470588, 00:00:37.8082192,14,6,8
410,72.22,325, 00:01:10, 00:00:28,5,3,16,100,0.333333333,19, 00:01:12, 00:01:09.2307692,11,7,0
411,77.78,331, 00:01:01.3333333, 00:00:31.3333333,10,0,5,100,0.072463768,4, 00:01:30, 00:00:53.1428571,3,1,3
412,85.56,372, 00:00:45.3333333, 00:00:30.6666667,19,3,12,100,0.234042553,0, 00:01:32.3076923, 00:00:37.4025974,7,5,3
413,45.56,336, 00:00:58, 00:00:39.3333333,9,4,30,100,0.203125,3, 00:01:00, 00:00:55.6097561,13,8,15
414,68.89,482, 00:00:59.3333333, 00:00:35.3333333,11,3,9,100,0.168674699,5, 00:01:30, 00:00:45.4838710,3,5,1
415,68.89,150, 00:00:51.3333333, 00:00:06,14,3,6,100,0.107142857,1, 00:01:00, 00:00:47.4193548,2,0,4
416,90,457, 00:00:48, 00:00:44,14,2,7,100,0.4,26, 00:01:06.6666667, 00:00:45.9259259,7,1,1
417,76.67,333, 00:00:46.6666667, 00:00:24,14,0,11,100,0.390625,17, 00:01:02.8571429, 00:00:41.7391304,7,4,4
418,56.67,370, 00:00:33.3333333, 00:00:20.6666667,19,0,10,100,0.1875,2, 00:00:43.0769231, 00:00:25.8823529,5,1,5
419,77.78,752, 00:00:58, 00:00:44,14,3,23,100,2.35483871,100, 00:01:42, 00:00:45.4285714,17,2,5
420,58.89,157, 00:01:10, 00:00:14,6,9,12,100,0.183333333,3, 00:01:17.8378378, 00:01:04.5283019,5,4,4
421,78.89,168, 00:01:14.6666667, 00:00:25.3333333,5,5,9,100,0.45,20, 00:01:34.7368421, 00:01:09.2957746,7,2,2
422,83.33,159, 00:01:21.3333333, 00:00:13.3333333,9,7,11,100,0.122807018,1, 00:02:00, 00:01:13.6000000,7,2,2
423,83.33,403, 00:00:44.6666667, 00:00:20.6666667,18,1,3,100,0.842105263,47, 00:01:28, 00:00:36,2,1,1
424,90,312, 00:00:58.6666667, 00:00:32,11,0,6,100,0.051948052,0, 00:01:00, 00:00:58.5185185,6,1,1
425,85.56,286, 00:00:30.6666667, 00:00:14.6666667,20,0,6,100,0.219512195,4, 00:00:55.3846154, 00:00:26.4935065,2,4,2
426,80,410, 00:00:38, 00:01:02,26,1,13,100,0.229166667,0, 00:00:46.6666667, 00:00:35.8333333,13,2,6
427,54.44,292, 00:00:46.6666667, 00:00:10.6666667,15,2,7,100,0.158730159,10, 00:00:48.2926829, 00:00:45.3061224,0,2,6
428,74.44,455, 00:00:54, 00:00:52.6666667,18,4,17,100,0.549019608,0, 00:01:18.2608696, 00:00:45.6716418,13,5,6
429,71.11,332, 00:00:53.3333333, 00:00:38,12,3,15,100,0.089285714,0, 00:01:13.8461538, 00:00:45,10,2,5
430,47.78,154, 00:00:51.3333333, 00:00:07.3333333,14,4,5,100,0.203389831,8, 00:00:49.7872340, 00:00:53.0232558,1,2,2
431,75.56,363, 00:00:32.6666667, 00:00:22.6666667,24,0,9,100,0.285714286,4, 00:00:35.4545455, 00:00:31.7647059,5,2,6
432,63.33,392, 00:00:55.3333333, 00:00:09.3333333,13,5,4,100,0.950819672,55, 00:01:09.0909091, 00:00:47.3684211,1,0,3
433,75.56,492, 00:00:44.6666667, 00:00:31.3333333,15,0,24,100,0.793103448,21, 00:00:43.6363636, 00:00:45,15,5,6
434,75.56,344, 00:00:46, 00:00:24.6666667,19,1,12,100,0.424242424,13, 00:01:16.3636364, 00:00:36.1764706,5,6,4
435,73.33,375, 00:00:34, 00:00:24.6666667,22,2,16,100,0.076923077,2, 00:00:27.5000000, 00:00:36.3636364,12,1,4
436,87.78,365, 00:00:22, 00:00:31.3333333,32,1,11,100,0.348837209,9, 00:00:32.7272727, 00:00:20.5063291,9,3,0
437,81.11,375, 00:00:37.3333333, 00:00:34,23,0,14,100,0.4,1, 00:00:56.4705882, 00:00:32.8767123,12,6,0
438,68.89,360, 00:01:07.3333333, 00:00:24.6666667,10,3,7,100,0.173913043,0, 00:01:30, 00:00:57.0967742,3,2,2
439,82.22,145, 00:01:17.3333333, 00:00:12,6,8,2,100,0.333333333,1, 00:01:37.5000000, 00:01:12.9729730,1,0,1
440,88.89,475, 00:00:38, 00:00:59.3333333,21,2,12,100,0.36,0, 00:00:48, 00:00:36.7500000,10,4,1
441,88.89,157, 00:01:01.3333333, 00:00:03.3333333,10,3,2,100,0.390625,24, 00:01:36, 00:00:57,1,1,0
442,60,571, 00:00:52, 00:00:49.3333333,17,3,21,100,0.841269841,36, 00:01:11.6666667, 00:00:38.8888889,11,7,8
443,81.11,318, 00:00:49.3333333, 00:00:11.3333333,13,0,0,100,0.316666667,19, 00:01:17.6470588, 00:00:42.7397260,0,0,0
444,85.56,321, 00:00:52.6666667, 00:00:42.6666667,15,3,8,100,0.051724138,1, 00:01:46.1538462, 00:00:43.6363636,7,2,1
445,74.44,366, 00:00:34, 00:00:20,19,0,9,100,0.153846154,5, 00:00:36.5217391, 00:00:33.1343284,8,4,2
446,82.22,251, 00:00:46.6666667, 00:00:08,10,0,2,100,0,0, 00:01:03.7500000, 00:00:42.9729730,1,0,1
447,73.33,392, 00:00:38, 00:00:24.6666667,17,1,22,100,0.384615385,14, 00:00:37.5000000, 00:00:38.1818182,13,8,6
448,67.78,309, 00:00:52.6666667, 00:00:38,11,0,10,100,0.133333333,7, 00:01:12.4137931, 00:00:43.2786885,7,1,3
449,90,581, 00:00:35.3333333, 00:00:58,22,2,9,100,0.3125,16, 00:00:53.3333333, 00:00:33.3333333,9,1,0
450,63.33,408, 00:01:03.3333333, 00:00:39.3333333,12,5,16,100,0.357142857,6, 00:01:25.4545455, 00:00:50.5263158,9,6,8
451,78.89,307, 00:01:06.6666667, 00:00:27.3333333,11,2,4,100,0.313432836,20, 00:01:15.7894737, 00:01:04.2253521,4,1,0
452,56.67,173, 00:01:23.3333333, 00:00:12,5,8,8,100,0.121621622,3, 00:01:47.6923077, 00:01:04.7058824,4,2,2
453,63.33,139, 00:00:38.6666667, 00:00:00,18,1,2,100,0.086956522,2, 00:00:41.8181818, 00:00:36.8421053,0,0,2
454,88.89,434, 00:00:40, 00:00:44,16,0,6,100,0.215686275,2, 00:00:48, 00:00:39,6,1,0
455,55.56,297, 00:00:33.3333333, 00:00:09.3333333,19,0,9,100,0.137254902,6, 00:00:43.5000000, 00:00:25.2000000,6,3,1
456,74.44,272, 00:00:56.6666667, 00:00:42.6666667,9,2,15,100,0.116666667,5, 00:01:20.8695652, 00:00:48.3582090,8,3,6
457,81.11,540, 00:00:47.3333333, 00:00:44,18,2,10,100,0.182926829,5, 00:01:10.5882353, 00:00:41.9178082,3,5,3
458,63.33,365, 00:00:38, 00:00:40.6666667,16,1,24,100,0.473684211,12, 00:00:45.4545455, 00:00:33.6842105,17,12,10
459,77.78,363, 00:00:36, 00:00:29.3333333,21,0,10,100,0.083333333,3, 00:00:51, 00:00:31.7142857,5,2,4
460,68.89,360, 00:00:41.3333333, 00:00:17.3333333,18,1,8,100,0.150943396,6, 00:00:57.8571429, 00:00:33.8709677,4,1,3
461,74.44,157, 00:00:48.6666667, 00:00:15.3333333,10,0,4,100,0.684210526,9, 00:01:07.8260870, 00:00:42.0895522,3,0,1
462,86.67,543, 00:00:54, 00:00:30,11,3,3,100,0.411764706,17, 00:01:25, 00:00:49.2307692,1,1,2
463,82.22,425, 00:00:51.3333333, 00:00:38.6666667,12,0,5,100,0.666666667,48, 00:01:18.7500000, 00:00:45.4054054,7,1,0
464,74.44,557, 00:00:41.3333333, 00:00:50.6666667,24,2,7,100,0.5,12, 00:01:18.2608696, 00:00:28.6567164,2,4,2
465,76.67,380, 00:01:00, 00:00:28,13,3,4,100,0.081967213,2, 00:01:37.1428571, 00:00:48.6956522,2,1,2
466,74.44,427, 00:00:30, 00:00:38,26,0,23,100,0.490909091,7, 00:00:44.3478261, 00:00:25.0746269,13,8,4
467,78.89,147, 00:00:54, 00:00:04.6666667,12,3,5,100,0.245283019,8, 00:01:31.5789474, 00:00:43.9436620,1,3,2
468,75.56,396, 00:00:56.6666667, 00:00:37.3333333,12,1,6,100,0.186440678,6, 00:01:10.9090909, 00:00:52.0588235,4,2,1
469,78.89,461, 00:00:52, 00:00:51.3333333,20,5,10,100,0.461538462,6, 00:01:34.7368421, 00:00:40.5633803,9,4,4
470,76.67,328, 00:00:48.6666667, 00:00:48.6666667,17,2,14,100,0.192982456,3, 00:00:54.2857143, 00:00:46.9565217,8,1,8
